order_number,product_sku,quantity,unit_price,line_discount,line_total
ORD000522,SKU000085,2,1323.96,66.20,2581.72
ORD000522,SKU000063,2,549.51,43.96,1055.06
ORD000522,SKU000053,3,640.96,0.00,1922.88
ORD000523,SKU000104,3,934.38,46.72,2756.42
ORD000523,SKU000206,2,1174.43,58.72,2290.14
ORD000523,SKU000060,2,351.08,28.09,674.07
ORD000523,SKU000127,3,1186.13,94.89,3463.50
ORD000524,SKU000126,1,673.63,0.00,673.63
ORD000524,SKU000065,3,454.03,22.70,1339.39
ORD000524,SKU000005,4,1493.85,119.51,5855.89
ORD000524,SKU000063,2,549.51,0.00,1099.02
ORD000525,SKU000230,1,340.66,0.00,340.66
ORD000525,SKU000214,3,111.27,3.34,330.47
ORD000526,SKU000203,3,401.86,20.09,1185.49
ORD000526,SKU000105,3,978.05,0.00,2934.15
ORD000526,SKU000182,2,687.88,34.39,1341.37
ORD000527,SKU000073,4,452.29,0.00,1809.16
ORD000527,SKU000105,3,978.05,0.00,2934.15
ORD000527,SKU000079,4,62.21,0.00,248.84
ORD000528,SKU000152,3,866.00,43.30,2554.70
ORD000528,SKU000190,4,464.47,37.16,1820.72
ORD000528,SKU000176,4,897.46,44.87,3544.97
ORD000528,SKU000161,2,229.33,0.00,458.66
ORD000528,SKU000237,1,970.84,29.13,941.71
ORD000529,SKU000112,4,898.53,71.88,3522.24
ORD000529,SKU000202,2,103.62,3.11,204.13
ORD000529,SKU000222,3,1076.90,32.31,3198.39
ORD000530,SKU000183,2,43.81,3.50,84.12
ORD000530,SKU000214,3,111.27,3.34,330.47
ORD000531,SKU000007,1,614.56,49.16,565.40
ORD000532,SKU000086,2,16.87,0.84,32.90
ORD000533,SKU000142,2,1264.47,0.00,2528.94
ORD000534,SKU000108,4,690.38,0.00,2761.52
ORD000534,SKU000185,2,789.70,23.69,1555.71
ORD000534,SKU000020,3,192.07,15.37,560.84
ORD000534,SKU000068,1,449.58,0.00,449.58
ORD000534,SKU000128,2,1194.18,59.71,2328.65
ORD000535,SKU000160,3,945.61,0.00,2836.83
ORD000536,SKU000231,2,340.59,10.22,670.96
ORD000537,SKU000014,2,1252.99,0.00,2505.98
ORD000537,SKU000046,1,792.34,63.39,728.95
ORD000537,SKU000168,1,548.18,0.00,548.18
ORD000538,SKU000030,2,1263.29,101.06,2425.52
ORD000539,SKU000049,2,892.17,0.00,1784.34
ORD000540,SKU000150,1,1450.00,116.00,1334.00
ORD000540,SKU000106,2,1156.47,57.82,2255.12
ORD000540,SKU000212,3,425.75,0.00,1277.25
ORD000541,SKU000152,3,866.00,25.98,2572.02
ORD000541,SKU000179,2,519.97,0.00,1039.94
ORD000541,SKU000074,4,410.55,0.00,1642.20
ORD000541,SKU000181,3,757.86,37.89,2235.69
ORD000541,SKU000070,4,518.67,25.93,2048.75
ORD000542,SKU000003,1,1186.09,0.00,1186.09
ORD000543,SKU000119,3,1539.31,46.18,4571.75
ORD000544,SKU000107,2,1434.31,43.03,2825.59
ORD000545,SKU000224,4,1434.98,71.75,5668.17
ORD000546,SKU000168,3,548.18,43.85,1600.69
ORD000546,SKU000167,4,361.00,0.00,1444.00
ORD000546,SKU000098,1,585.10,0.00,585.10
ORD000546,SKU000012,3,510.87,15.33,1517.28
ORD000547,SKU000028,1,1324.73,66.24,1258.49
ORD000547,SKU000169,1,229.44,0.00,229.44
ORD000547,SKU000058,1,223.30,17.86,205.44
ORD000547,SKU000240,1,706.34,0.00,706.34
ORD000547,SKU000060,1,351.08,0.00,351.08
ORD000548,SKU000171,1,1072.17,85.77,986.40
ORD000548,SKU000187,1,1236.11,98.89,1137.22
ORD000548,SKU000005,1,1493.85,44.82,1449.03
ORD000548,SKU000118,2,844.81,0.00,1689.62
ORD000549,SKU000090,4,604.26,30.21,2386.83
ORD000550,SKU000034,4,1160.13,34.80,4605.72
ORD000550,SKU000149,3,1828.38,0.00,5485.14
ORD000551,SKU000095,2,1103.40,0.00,2206.80
ORD000552,SKU000012,2,510.87,15.33,1006.41
ORD000552,SKU000148,3,1421.58,0.00,4264.74
ORD000552,SKU000170,4,964.46,77.16,3780.68
ORD000552,SKU000234,1,1026.73,0.00,1026.73
ORD000553,SKU000088,3,1898.00,0.00,5694.00
ORD000553,SKU000211,1,496.71,0.00,496.71
ORD000553,SKU000215,1,560.50,16.82,543.68
ORD000553,SKU000205,3,158.69,4.76,471.31
ORD000553,SKU000022,1,1191.12,0.00,1191.12
ORD000554,SKU000062,1,857.25,0.00,857.25
ORD000554,SKU000238,1,1002.56,80.20,922.36
ORD000554,SKU000212,3,425.75,0.00,1277.25
ORD000555,SKU000036,1,1272.76,0.00,1272.76
ORD000555,SKU000070,4,518.67,0.00,2074.68
ORD000555,SKU000105,3,978.05,48.90,2885.25
ORD000555,SKU000033,2,533.46,0.00,1066.92
ORD000555,SKU000126,2,673.63,20.21,1327.05
ORD000556,SKU000003,1,1186.09,0.00,1186.09
ORD000556,SKU000152,2,866.00,69.28,1662.72
ORD000556,SKU000153,4,119.81,3.59,475.65
ORD000557,SKU000097,3,1547.72,77.39,4565.77
ORD000557,SKU000066,2,302.75,15.14,590.36
ORD000557,SKU000158,4,883.64,70.69,3463.87
ORD000558,SKU000099,4,1131.42,90.51,4435.17
ORD000559,SKU000101,2,1301.72,39.05,2564.39
ORD000559,SKU000071,3,776.67,23.30,2306.71
ORD000560,SKU000070,3,518.67,15.56,1540.45
ORD000560,SKU000182,4,687.88,0.00,2751.52
ORD000561,SKU000212,2,425.75,0.00,851.50
ORD000561,SKU000189,2,539.78,0.00,1079.56
ORD000561,SKU000188,3,121.81,3.65,361.78
ORD000561,SKU000040,4,1173.46,58.67,4635.17
ORD000562,SKU000021,4,796.21,23.89,3160.95
ORD000562,SKU000142,2,1264.47,101.16,2427.78
ORD000562,SKU000134,3,197.39,15.79,576.38
ORD000562,SKU000026,4,1077.05,0.00,4308.20
ORD000563,SKU000239,4,1628.02,130.24,6381.84
ORD000563,SKU000032,3,515.64,25.78,1521.14
ORD000563,SKU000166,2,718.17,35.91,1400.43
ORD000563,SKU000231,3,340.59,27.25,994.52
ORD000564,SKU000043,3,1091.40,0.00,3274.20
ORD000564,SKU000178,3,622.16,31.11,1835.37
ORD000564,SKU000096,4,1036.81,0.00,4147.24
ORD000564,SKU000091,3,158.71,7.94,468.19
ORD000565,SKU000018,2,133.56,0.00,267.12
ORD000565,SKU000104,1,934.38,0.00,934.38
ORD000565,SKU000214,3,111.27,5.56,328.25
ORD000566,SKU000111,4,381.74,19.09,1507.87
ORD000566,SKU000150,2,1450.00,43.50,2856.50
ORD000566,SKU000029,2,842.45,0.00,1684.90
ORD000566,SKU000176,4,897.46,71.80,3518.04
ORD000566,SKU000067,4,41.76,0.00,167.04
ORD000567,SKU000075,1,575.19,0.00,575.19
ORD000567,SKU000104,3,934.38,74.75,2728.39
ORD000567,SKU000202,2,103.62,0.00,207.24
ORD000568,SKU000084,3,111.96,8.96,326.92
ORD000568,SKU000137,1,951.04,28.53,922.51
ORD000569,SKU000030,3,1263.29,0.00,3789.87
ORD000569,SKU000146,1,1880.37,94.02,1786.35
ORD000570,SKU000107,4,1434.31,71.72,5665.52
ORD000571,SKU000213,3,344.58,27.57,1006.17
ORD000572,SKU000192,3,804.31,24.13,2388.80
ORD000573,SKU000155,2,1026.78,0.00,2053.56
ORD000573,SKU000211,3,496.71,0.00,1490.13
ORD000574,SKU000129,1,312.97,0.00,312.97
ORD000574,SKU000119,1,1539.31,76.97,1462.34
ORD000575,SKU000140,2,100.33,5.02,195.64
ORD000575,SKU000163,4,1462.68,117.01,5733.71
ORD000575,SKU000215,2,560.50,44.84,1076.16
ORD000575,SKU000212,2,425.75,0.00,851.50
ORD000575,SKU000032,2,515.64,41.25,990.03
ORD000576,SKU000074,1,410.55,0.00,410.55
ORD000576,SKU000122,4,588.39,29.42,2324.14
ORD000577,SKU000150,2,1450.00,0.00,2900.00
ORD000577,SKU000069,3,786.47,0.00,2359.41
ORD000577,SKU000201,2,1344.59,67.23,2621.95
ORD000577,SKU000186,2,465.11,23.26,906.96
ORD000577,SKU000195,1,13.48,1.08,12.40
ORD000578,SKU000085,1,1323.96,66.20,1257.76
ORD000578,SKU000124,1,300.12,24.01,276.11
ORD000579,SKU000130,3,104.47,8.36,305.05
ORD000579,SKU000119,2,1539.31,46.18,3032.44
ORD000579,SKU000095,2,1103.40,55.17,2151.63
ORD000580,SKU000045,4,188.51,0.00,754.04
ORD000580,SKU000017,2,1627.19,0.00,3254.38
ORD000580,SKU000056,3,755.43,60.43,2205.86
ORD000581,SKU000073,1,452.29,0.00,452.29
ORD000581,SKU000026,3,1077.05,0.00,3231.15
ORD000581,SKU000045,4,188.51,9.43,744.61
ORD000581,SKU000160,1,945.61,47.28,898.33
ORD000582,SKU000210,2,166.08,13.29,318.87
ORD000582,SKU000081,1,1094.91,0.00,1094.91
ORD000582,SKU000051,1,544.71,43.58,501.13
ORD000583,SKU000111,2,381.74,30.54,732.94
ORD000583,SKU000110,3,819.69,0.00,2459.07
ORD000583,SKU000039,2,1013.78,0.00,2027.56
ORD000584,SKU000189,3,539.78,0.00,1619.34
ORD000584,SKU000055,2,190.67,9.53,371.81
ORD000584,SKU000050,2,187.28,0.00,374.56
ORD000584,SKU000072,4,984.38,49.22,3888.30
ORD000585,SKU000076,4,788.05,0.00,3152.20
ORD000586,SKU000159,2,1627.39,81.37,3173.41
ORD000586,SKU000047,2,1452.61,0.00,2905.22
ORD000587,SKU000127,3,1186.13,0.00,3558.39
ORD000587,SKU000084,4,111.96,0.00,447.84
ORD000587,SKU000134,1,197.39,9.87,187.52
ORD000587,SKU000052,2,1270.42,0.00,2540.84
ORD000588,SKU000161,3,229.33,0.00,687.99
ORD000588,SKU000020,2,192.07,0.00,384.14
ORD000589,SKU000037,2,151.75,7.59,295.91
ORD000589,SKU000231,4,340.59,27.25,1335.11
ORD000589,SKU000058,4,223.30,11.16,882.04
ORD000589,SKU000025,1,907.82,0.00,907.82
ORD000589,SKU000111,1,381.74,30.54,351.20
ORD000590,SKU000007,4,614.56,30.73,2427.51
ORD000590,SKU000138,4,639.98,0.00,2559.92
ORD000590,SKU000182,2,687.88,34.39,1341.37
ORD000591,SKU000014,3,1252.99,0.00,3758.97
ORD000591,SKU000169,2,229.44,0.00,458.88
ORD000592,SKU000039,1,1013.78,50.69,963.09
ORD000592,SKU000187,1,1236.11,0.00,1236.11
ORD000592,SKU000040,1,1173.46,35.20,1138.26
ORD000592,SKU000228,1,1037.80,0.00,1037.80
ORD000593,SKU000141,2,760.13,38.01,1482.25
ORD000593,SKU000113,2,1510.50,75.52,2945.48
ORD000593,SKU000133,2,1376.23,0.00,2752.46
ORD000593,SKU000146,1,1880.37,0.00,1880.37
ORD000594,SKU000050,1,187.28,0.00,187.28
ORD000594,SKU000163,4,1462.68,43.88,5806.84
ORD000594,SKU000098,3,585.10,0.00,1755.30
ORD000594,SKU000095,2,1103.40,0.00,2206.80
ORD000594,SKU000182,1,687.88,20.64,667.24
ORD000595,SKU000033,2,533.46,42.68,1024.24
ORD000595,SKU000077,2,1147.07,57.35,2236.79
ORD000595,SKU000081,4,1094.91,54.75,4324.89
ORD000595,SKU000025,1,907.82,0.00,907.82
ORD000596,SKU000088,1,1898.00,0.00,1898.00
ORD000596,SKU000074,2,410.55,0.00,821.10
ORD000596,SKU000119,2,1539.31,0.00,3078.62
ORD000596,SKU000228,2,1037.80,31.13,2044.47
ORD000596,SKU000034,4,1160.13,58.01,4582.51
ORD000597,SKU000171,2,1072.17,0.00,2144.34
ORD000597,SKU000233,2,151.16,7.56,294.76
ORD000597,SKU000086,2,16.87,1.35,32.39
ORD000598,SKU000124,2,300.12,9.00,591.24
ORD000598,SKU000202,2,103.62,5.18,202.06
ORD000598,SKU000185,2,789.70,23.69,1555.71
ORD000598,SKU000019,2,406.78,32.54,781.02
ORD000599,SKU000055,3,190.67,9.53,562.48
ORD000599,SKU000006,3,759.39,22.78,2255.39
ORD000600,SKU000083,2,129.95,0.00,259.90
ORD000600,SKU000140,2,100.33,8.03,192.63
ORD000600,SKU000046,1,792.34,0.00,792.34
